id,distance_from_goal,angle_from_goal,angle_from_shot_location_on_goal,dif_goal_centre_from_goal_loc,goal_y,saved,power
261,15.4616460800171,14.0362434387207,10.3888578414917,1,4,0,2
262,72.8354339599609,8.686354637146,6.34019184112549,3,4,1,4
263,31.1133403778076,39.522632598877,48.154842376709,7,4,0,2
264,14.4070291519165,51.3401908874512,61.0202941894531,5,2,0,2
265,24.0117168426514,51.3401908874512,52.7835578918457,1,4,1,2
266,24.0117168426514,51.3401908874512,27.3238906860352,11,2,0,2
267,36.5999984741211,10.3888578414917,14.93141746521,3,4,1,2
268,31.1133403778076,39.522632598877,48.154842376709,7,4,1,2
269,36.5999984741211,10.3888578414917,11.9207382202148,1,1,1,2
270,61,10.3888578414917,3.81407475471497,7,4,1,2
271,58.5699577331543,52.0735359191895,45.9391899108887,9,4,1,2
272,36.5999984741211,10.3888578414917,-6.96825695037842,11,4,0,1
273,36.5999984741211,10.3888578414917,17.8600940704346,5,4,1,1
274,14.4070291519165,51.3401908874512,25.2777214050293,7,4,0,1
275,36.5999984741211,10.3888578414917,2.5448043346405,5,4,1,0
276,48.8364601135254,42.5104484558105,46.5481567382813,5,4,1,0
277,48.8364601135254,42.5104484558105,43.3634223937988,1,4,1,2
278,61,10.3888578414917,0,11,4,0,2
279,20.7981376647949,64.3589935302734,40.732105255127,11,4,0,2
280,24.890962600708,15.3762512207031,36.2538375854492,11,4,1,0
281,9.75,22.6198654174805,36.8698959350586,3,4,0,2
282,68.4762725830078,28.8107929229736,33.6900672912598,7,4,1,2
283,81.3941040039063,42.5104484558105,40.9143829345703,3,1,1,3
284,24.890962600708,15.3762512207031,-0.954841256141663,7,4,0,1
285,24.890962600708,15.3762512207031,33.023868560791,9,3,1,0
286,76.3698883056641,51.0589866638184,54.9405746459961,9,1,0,1
287,61,10.3888578414917,1.90915238857269,9,3,1,2
288,40.8044128417969,53.9726257324219,61.3895416259766,11,4,0,0
289,90.6035308837891,37.3758087158203,34.77783203125,5,4,1,2
290,14.4070291519165,51.3401908874512,42.5104484558105,3,4,0,1
291,48.4516258239746,7.82907629013062,6.65442514419556,1,4,1,2
292,66.6216201782227,43.9053077697754,41.9872131347656,3,4,1,2
293,14.4070291519165,51.3401908874512,61.0202941894531,5,3,1,2
294,14.4070291519165,51.3401908874512,61.0202941894531,5,4,1,0
295,68.4762725830078,28.8107929229736,20.136302947998,11,1,0,2
296,41.085765838623,28.8107929229736,30.018367767334,1,4,1,3
297,48.8364601135254,42.5104484558105,45,3,4,1,2
298,36.5999984741211,10.3888578414917,20.6954498291016,7,4,0,2
299,15.4616460800171,14.0362434387207,-4.76364183425903,5,2,0,1
300,24.890962600708,15.3762512207031,-10.3888578414917,11,3,1,1
301,40.8044128417969,53.9726257324219,56.3099327087402,3,4,1,2
302,41.085765838623,28.8107929229736,40.5488243103027,11,2,0,1
303,11.6431312561035,75.0685806274414,4.76364183425903,11,3,0,2
304,20.7981376647949,64.3589935302734,72.0308609008789,9,3,1,2
305,30.2334671020508,60.2551193237305,62.8503189086914,3,2,1,1
306,31.1133403778076,39.522632598877,45.9391899108887,5,3,1,1
307,48.8364601135254,42.5104484558105,48.0127868652344,7,1,1,2
308,15.4616460800171,14.0362434387207,10.3888578414917,1,4,0,1
309,72.8354339599609,8.686354637146,14.0362434387207,7,1,0,4
310,15.4616460800171,14.0362434387207,-4.76364183425903,5,3,1,0
311,41.085765838623,28.8107929229736,40.5488243103027,11,4,0,1
312,15.4616460800171,14.0362434387207,40.3645362854004,9,4,0,1
313,14.4070291519165,51.3401908874512,14.0362434387207,9,4,0,2
314,31.1133403778076,39.522632598877,43.5312004089355,3,3,1,2
315,14.4070291519165,51.3401908874512,14.0362434387207,9,4,0,2
316,84.7171783447266,7.46056604385376,4.08561658859253,5,2,1,3
317,24.890962600708,15.3762512207031,3.81407475471497,5,2,0,3
318,52.0618858337402,62.5490036010742,67.2380294799805,11,3,1,2
319,79.2022705078125,24.6235656738281,29.0546035766602,7,4,1,3
320,18.9884834289551,80.9097213745117,75.6772766113281,7,1,0,2
321,40.8044128417969,53.9726257324219,59.0362434387207,7,4,1,1
322,48.4516258239746,7.82907629013062,1.90915238857269,5,3,0,2
323,61,10.3888578414917,16.6992435455322,7,4,1,2
324,15.4616460800171,14.0362434387207,30.2564373016357,5,3,0,2
325,36.5999984741211,10.3888578414917,-0.636593580245972,7,4,0,3
326,48.4516258239746,7.82907629013062,-2.86240530014038,9,4,0,3
327,51.9234046936035,22.4161472320557,17.1362743377686,5,4,0,4
328,68.4762725830078,28.8107929229736,36.2538375854492,11,3,0,2
329,52.0618858337402,62.5490036010742,58.5231590270996,7,3,1,2
330,36.5999984741211,10.3888578414917,17.8600940704346,5,4,0,2
331,68.4762725830078,28.8107929229736,25.0168933868408,5,4,1,3
332,14.4070291519165,51.3401908874512,61.0202941894531,5,4,1,0
333,15.4616460800171,14.0362434387207,-4.76364183425903,5,4,0,2
334,58.2494621276855,34.5085220336914,41.1859245300293,9,3,0,4
335,36.5999984741211,10.3888578414917,11.9207382202148,1,1,1,1
336,41.085765838623,28.8107929229736,32.3474426269531,3,3,1,2
337,48.8364601135254,42.5104484558105,43.3634223937988,1,4,1,2
338,48.4516258239746,7.82907629013062,15.8191938400269,7,4,1,1
339,15.4616460800171,14.0362434387207,17.5712585449219,1,3,0,3
340,51.9234046936035,22.4161472320557,10.3888578414917,11,4,0,1
341,36.5999984741211,10.3888578414917,17.8600940704346,5,3,1,1
342,72.8354339599609,8.686354637146,9.46232223510742,1,2,1,3
343,61,10.3888578414917,13.1340227127075,3,4,1,2
344,31.1133403778076,39.522632598877,31.6607513427734,5,3,1,1
345,66.6216201782227,43.9053077697754,40.6405906677246,5,4,0,3
346,48.8364601135254,42.5104484558105,48.0127868652344,7,4,1,2
347,81.3941040039063,42.5104484558105,44.0289764404297,3,2,1,2
348,40.8044128417969,53.9726257324219,53.1301040649414,1,4,0,3
349,20.7981376647949,64.3589935302734,56.7934303283691,5,4,1,2
350,18.75,36.8698959350586,22.6198654174805,5,3,0,2
351,41.085765838623,28.8107929229736,34.5625228881836,5,3,1,2
352,41.085765838623,28.8107929229736,25.0168933868408,3,3,1,2
353,24.890962600708,15.3762512207031,25.7960262298584,5,4,0,2
354,20.7981376647949,64.3589935302734,63.1130676269531,1,4,0,1
355,61,10.3888578414917,14.93141746521,5,4,1,2
356,68.4762725830078,28.8107929229736,30.9637565612793,3,2,1,3
357,36.5999984741211,10.3888578414917,11.9207382202148,1,4,1,1
358,36.5999984741211,10.3888578414917,-3.81407475471497,9,2,0,2
359,36.5999984741211,10.3888578414917,17.8600940704346,5,4,1,1
360,66.6216201782227,43.9053077697754,39.2373657226563,7,4,1,2
361,18.75,36.8698959350586,56.0138320922852,11,3,1,0
362,61,10.3888578414917,20.136302947998,11,3,0,2
363,36.5999984741211,10.3888578414917,-0.636593580245972,7,4,0,2
364,24.0117168426514,51.3401908874512,52.7835578918457,1,3,1,1
365,9.75,22.6198654174805,-7.9071626663208,5,3,0,1
366,30.2334671020508,60.2551193237305,45.4735069274902,11,4,0,1
367,48.8364601135254,42.5104484558105,43.3634223937988,1,4,1,3
368,24.0117168426514,51.3401908874512,27.3238906860352,11,4,0,2
369,58.5699577331543,52.0735359191895,44.3562545776367,11,4,0,2
370,36.5999984741211,10.3888578414917,5.71059322357178,3,4,1,2
371,24.890962600708,15.3762512207031,13.1340227127075,1,2,0,3
372,24.890962600708,15.3762512207031,29.538782119751,7,3,1,2
373,48.8364601135254,42.5104484558105,50.7105941772461,11,3,0,2
374,101.513542175293,18.9704074859619,18.4349479675293,1,1,1,3
375,24.890962600708,15.3762512207031,25.7960262298584,5,4,1,1
376,40.8044128417969,53.9726257324219,56.3099327087402,3,4,0,2
377,31.1133403778076,39.522632598877,52.0735359191895,11,4,0,3
378,31.1133403778076,39.522632598877,50.1944274902344,9,3,1,2
379,52.0618858337402,62.5490036010742,67.2380294799805,11,1,1,2
380,41.085765838623,28.8107929229736,36.6656341552734,7,4,1,2
381,51.9234046936035,22.4161472320557,17.1362743377686,5,1,1,2
382,36.5999984741211,10.3888578414917,-6.96825695037842,11,3,0,1
383,9.75,22.6198654174805,-7.9071626663208,5,4,0,0
384,24.890962600708,15.3762512207031,17.5712585449219,1,1,1,2
385,100.404182434082,33.2152519226074,38.1572265625,11,3,1,3
386,84.7171783447266,7.46056604385376,4.08561658859253,5,1,1,3
387,24.890962600708,15.3762512207031,13.1340227127075,1,1,1,0
388,27.75,71.0753555297852,74.8542938232422,7,3,1,1
389,30.2334671020508,60.2551193237305,57.171459197998,3,1,1,1
390,40.8044128417969,53.9726257324219,45,9,3,1,1
391,31.1133403778076,39.522632598877,38.0727806091309,1,4,0,2
392,58.5699577331543,52.0735359191895,44.3562545776367,11,3,1,2
393,24.890962600708,15.3762512207031,3.81407475471497,5,2,0,1
394,31.1133403778076,39.522632598877,48.154842376709,7,4,1,1
395,61,10.3888578414917,5.71059322357178,5,4,1,2
396,90.2496566772461,21.4477367401123,14.6763935089111,11,1,0,2
397,48.8364601135254,42.5104484558105,37.8749847412109,5,3,0,3
398,68.4762725830078,28.8107929229736,21.8014087677002,9,4,1,1
399,84.7171783447266,7.46056604385376,14.6763935089111,11,4,0,2
400,31.1133403778076,39.522632598877,45.9391899108887,5,3,1,1
401,9.75,22.6198654174805,44.1930694580078,5,4,0,2
402,36.5999984741211,10.3888578414917,2.5448043346405,5,4,1,2
403,15.4616460800171,14.0362434387207,17.5712585449219,1,2,0,1
404,36.5999984741211,10.3888578414917,14.93141746521,3,2,0,2
405,24.890962600708,15.3762512207031,21.8014087677002,3,2,1,2
406,15.4616460800171,14.0362434387207,17.5712585449219,1,3,1,1
407,68.4762725830078,28.8107929229736,34.9920196533203,9,1,0,3
408,79.2022705078125,24.6235656738281,19.8552150726318,7,2,1,2
409,40.8044128417969,53.9726257324219,45,9,4,0,1
410,48.8364601135254,42.5104484558105,39.8055725097656,3,3,1,1
411,18.75,36.8698959350586,53.4711456298828,9,4,0,2
412,48.4516258239746,7.82907629013062,20.136302947998,11,3,1,2
413,48.8364601135254,42.5104484558105,31.4295654296875,11,1,0,3
414,48.8364601135254,42.5104484558105,46.5481567382813,5,1,1,2
415,48.8364601135254,42.5104484558105,39.8055725097656,3,3,0,2
416,41.085765838623,28.8107929229736,38.6598091125488,9,4,0,1
417,96.6281509399414,6.53663349151611,12.9074087142944,11,4,1,3
